Chem_formula,Temp,Cp,H,G,S,L
Nb2O5,1900,183.435,0.395027903,0.899387169,0.783186223,0.332083599
Nb2O5,1800,183.129,0.8742844,0.476002564,0.060236563,0.095545626
Nb2O5,1785,183.075,0.495019425,0.971178973,0.615792549,0.994574519
Nb2O5,1700,182.745,0.962964112,0.078869711,0.273866878,0.067410696
Nb2O5,1600,182.263,0.667420845,0.214213601,0.193001226,0.828759349
Nb2O5,1500,181.665,0.430067437,0.200948843,0.730142087,0.658716536
Nb2O5,1400,180.92,0.174740501,0.719738833,0.794141611,0.915809134
Nb2O5,1300,179.991,0.695356229,0.448188234,0.126940332,0.839913901
Nb2O5,1200,178.828,0.794521511,0.67209724,0.736999579,0.935796114
Nb2O5,1100,177.36,0.355215791,0.551611802,0.733310895,0.713891242
Nb2O5,1000,175.502,0.703059559,0.648048248,0.633924216,0.791704154
Nb2O5,900,,0.351452713,0.798814812,0.143917205,0.577925949
Nb2O5,800,170.038,0.308280408,0.913967628,0.291324173,0.406519545
Nb2O5,700,166.013,0.183490747,0.077003286,0.190870487,0.484793166
Nb2O5,600,,0.972364046,0.11854445,0.738350679,0.501257345
Nb2O5,500,153.841,0.130831392,0.280299142,0.772290659,0.624640974
Nb2O5,400,144.992,0.407108266,0.25810425,0.527735764,0.858995487
Nb2O5,300,132.32,0.062482647,0.38890576,0.774744023,0.781987271
Ni1,298,25.987,0.041637103,0.67857961,0.611579554,0.1551633
Ni1,2400,48.702,0.11962072,0.55924424,0.107411065,0.257117494
Ni1,2300,47.447,0.118491707,0.220675482,0.971945644,0.078998727
Ni1,2200,46.191,0.741722353,0.032331346,0.144396333,0.948854546
Ni1,2100,44.978,0.261866319,0.513417355,0.866167447,0.744981562
Ni1,2000,43.806,0.553214782,0.354265369,0.674450184,0.069948248
Ni1,1900,42.677,0.677763865,0.766708296,0.400111702,0.547221761
Ni1,1800,39.33,0.893182083,0.879727248,0.885902315,0.317373641
Ni1,1728,38.535,0.464476164,0.875809355,0.774892136,0.999549606
Ni1,1700,38.284,0.09633813,0.881346252,0.919449601,0.711896824
Ni1,1600,37.279,0.812010273,0.644412289,0.11554424,0.544997345
Ni1,1500,36.317,0.625702368,0.630320199,0.61807601,0.778176451
Ni1,1400,35.397,0.394571174,0.687485582,0.618498255,0.618167721
Ni1,1300,34.518,0.298815381,0.502886886,0.28404805,0.464113906
Ni1,1200,33.681,0.679879079,0.61091867,0.21346972,0.634771404
Ni1,1100,32.928,0.893885972,0.442679208,0.315972786,0.60902454
Ni1,1000,32.217,0.14829297,0.453818012,0.220902188,0.296316684
Ni1,900,31.589,0.475606973,0.463330453,0.767586884,0.133139665
Ni1,800,31.003,0.075889717,0.7523994,0.28509961,0.247306085
Ni1,,30.794,0.533546348,0.380837495,0.062271368,0.131925457
Ni1,631,39.832,0.672286676,0.09874615,0.377670371,0.01043896
Ni1,600,34.853,0.122504323,0.269685212,0.724493736,0.623475841
Ni1,500,31.045,0.947997684,0.833698561,0.410455515,0.33285644
Ni1,450,29.623,0.988968871,0.570592749,0.192252233,0.812034335
Ni1,400,28.493,0.59746459,0.518723789,0.913552719,0.313111357
Ni1,350,27.294,0.495299624,0.157557952,0.217751121,0.902605618
Ni1,300,26.024,0.954719843,0.977742588,0.299445131,0.371861788
Ni1S1,1600,80.124,0.262059966,0.177344441,0.783847233,0.272979415
Ni1S1,1500,77.278,0.665900524,0.195082771,0.664530115,0.577810918
Ni1S1,1400,74.433,0.919700764,0.218117053,0.685328524,0.382326477
Ni1S1,1300,71.588,0.402871921,0.392693535,0.1380146,0.495772592
Ni1S1,1249,70.137,0.291893666,0.836696643,0.508252149,0.800585944
Ni1S1,1200,68.743,0.408962422,0.488292874,0.158929967,0.298997712
Ni1S1,1100,65.898,0.941533213,0.436958927,0.454187173,0.170983837
Ni1S1,1000,63.053,0.651044753,0.436347476,0.963499159,0.55973264
Ni1S1,900,60.208,0.071113762,0.85107508,0.659589062,0.763529467
Ni1S1,800,57.363,0.836651417,0.277362326,0.502743819,0.968257244
Ni1S1,700,54.518,0.254002897,0.072127168,0.65006347,0.279143915
Ni1S1,652,56.372,0.359401745,0.059216746,0.804181341,0.891471001
Ni1S1,652,53.152,0.500094578,0.882909695,0.021161267,0.952196946
Ni1S1,600,55.312,0.954706939,0.351479833,0.196409869,0.309072842
Ni1S1,500,53.053,0.833735378,0.287036786,0.981048728,0.638872646
Ni1S1,400,50.501,0.999397112,0.320918042,0.668879702,0.263133343
Ni1S1,300,47.196,0.562988367,0.301439171,0.497346148,0.320714702
Ni1S1,298,47.112,0.674176115,0.078814237,0.53542022,0.153624131
Ni1S2,298,70.626,0.620475649,0.244874969,0.447664774,0.735080111
Ni1S2,1700,99.717,0.265916185,0.557541585,0.425783656,0.629889197
Ni1S2,1600,97.642,0.474702842,0.436663642,0.327765893,0.106252286
Ni1S2,1500,95.567,0.687744295,0.10981317,0.723222509,0.267174788
Ni1S2,1400,93.491,0.98233359,0.957947579,0.662636927,0.909399249
Ni1S2,1300,91.416,0.67266917,0.099437528,0.059854458,0.316611795
Ni1S2,1280,91.001,0.61577078,0.76557027,0.918841034,0.369360865
Ni1S2,1200,89.341,0.742407824,0.006338681,0.972692514,0.650598782
Ni1S2,1100,87.266,0.610623879,0.021800904,0.879060962,0.917100536
Ni1S2,1000,85.19,0.336128272,0.661189726,0.654757643,0.118507294
Ni1S2,900,83.115,0.193332823,0.695592431,0.526907412,0.418377544
Ni1S2,800,81.04,0.568699399,0.785664181,0.612643606,0.433856209
Ni1S2,700,78.965,0.807698155,0.116605943,0.076367965,0.539499674
Ni1S2,600,76.889,0.147109582,0.579516437,0.769444254,0.543505469
Ni1S2,500,74.814,0.072249677,0.494377592,0.116164122,0.236571777
Ni1S2,400,72.739,0.66471244,0.027025845,0.145956891,0.103727414
Ni1S2,300,70.664,0.292623335,0.027127895,0.993677793,0.992280991
Ni3S2,298,117.738,0.030761551,0.178390277,0.037141988,0.587057717
Ni3S2,1500,188.615,0.575911202,0.86848973,0.306445312,0.723537113
Ni3S2,1400,188.615,0.093678697,0.760436428,0.718420833,0.96339198
Ni3S2,1300,188.615,0.893237078,0.848421353,0.234632667,0.307174618
Ni3S2,1200,188.615,0.836581458,0.670625778,0.185537701,0.923564507
Ni3S2,1100,188.615,0.176418069,0.747040345,0.380027781,0.639931875
Ni3S2,1062,188.615,0.640042869,0.145622181,0.729074836,0.389835146
Ni3S2,1000,188.615,0.426154917,0.432746136,0.438527857,0.960097118
Ni3S2,900,188.615,0.800652511,0.12442967,0.613930454,0.812439335
Ni3S2,829,152.19,0.692177928,0.90861721,0.237247298,0.017912104
Ni3S2,829,188.615,0.909040537,0.429646735,0.629801717,0.947348344
Ni3S2,800,150.708,0.054492837,0.652650726,0.257216839,0.751507322
Ni3S2,700,145.436,0.548529477,0.807039703,0.516243513,0.228467543
Ni3S2,600,139.913,0.351701023,0.265020706,0.759740494,0.586581971
Ni3S2,500,133.972,0.645546444,0.497889341,0.035041268,0.741524345
Ni3S2,400,127.11,0.249892152,0.00573477,0.938702684,0.495507636
Ni3S2,300,117.947,0.156744782,0.782168852,0.536215402,0.572285162
Ni3S4,298,164.808,0.163762246,0.834997246,0.817122349,0.874409119
Ni3S4,1000,265.638,0.827506945,0.587458015,0.588512243,0.548202166
Ni3S4,900,251.27,0.514018107,0.769641264,0.51383693,0.768478445
Ni3S4,800,236.906,0.486988825,0.962679581,0.0261672,0.683951037
Ni3S4,700,222.539,0.518915231,0.950205588,0.512651895,0.094388063
Ni3S4,600,208.171,0.207740113,0.321110163,0.439289652,0.669208948
Ni3S4,500,193.807,0.612471934,0.803290927,0.631189105,0.261127109
Ni3S4,400,179.439,0.660600931,0.503623318,0.4642476,0.234681467
Ni3S4,300,165.076,0.270818772,0.00307819,0.90495769,0.252627864
O10P4,298,211.71,0.775664161,0.406909031,0.146054835,0.908794979
O10P4,1400,494.967,0.388353544,0.941354428,0.087181234,0.868069917
O10P4,1300,486.181,0.573462208,0.821475139,0.372362853,0.214224254
O10P4,1200,475.302,0.051279088,0.326012425,0.698318276,0.912052292
O10P4,1100,461.077,0.305317259,0.793087629,0.207416048,0.411559175
O10P4,1000,442.667,0.210650578,0.606390349,0.410876274,0.160325377
O10P4,900,421.747,0.830094952,0.921281575,0.974187958,0.547775115
O10P4,800,396.643,0.950030249,0.03538958,0.052551508,0.099694323
O10P4,700,368.192,0.11225626,0.596998343,0.797208922,0.225470636
O10P4,600,335.975,0.776246906,0.283854091,0.342789803,0.628178764
O10P4,500,299.993,0.389111788,0.251116437,0.203696708,0.461014629
O10P4,400,260.245,0.583748576,0.853734477,0.290625618,0.63817117
O10P4,300,212.673,0.124186792,0.97207535,0.358157747,0.168922076
O1Pb1,298,45.773,0.891020577,0.609391329,0.844187106,0.76071794
O1Pb1,1300,64.183,0.597740873,0.811337396,0.38473533,0.614254608
O1Pb1,1200,62.927,0.939836909,0.217425923,0.873687726,0.650485599
O1Pb1,1100,61.672,0.702608383,0.531994086,0.098895564,0.44037474
O1Pb1,1000,60.417,0.883700867,0.537930391,0.067252347,0.039542992
O1Pb1,900,59.162,0.531826916,0.565558621,0.397463515,0.828241246
O1Pb1,800,57.907,0.700335242,0.587598486,0.829937375,0.564614666
O1Pb1,762,57.43,0.748448356,0.364030778,0.656009812,0.279926985
O1Pb1,700,56.651,0.278094909,0.380201932,0.789380928,0.339615293
O1Pb1,600,55.396,0.211842702,0.130647175,0.732065437,0.305313162
O1Pb1,500,53.43,0.935702632,0.485910604,0.875653381,0.287033163
O1Pb1,400,50.375,0.666673929,0.874762418,0.448901414,0.100942825
O1Pb1,300,45.866,0.011140664,0.115934318,0.662441096,0.264144156
O1Sr1,298,45.409,0.418524527,0.357080308,0.960201003,0.549965533
O1Sr1,3500,73.086,0.376375834,0.607238189,0.715678665,0.397758123
O1Sr1,3400,72.438,0.220558491,0.149775289,0.777735594,0.932410885
O1Sr1,3300,71.785,0.406059973,0.733738186,0.702578247,0.803802575
O1Sr1,3200,71.132,0.716694313,0.805228681,0.035252398,0.563085458
O1Sr1,3100,70.479,0.358772454,0.710375196,0.613549749,0.824523564
O1Sr1,3000,69.827,0.314068381,0.576603975,0.476305365,0.859392393
O1Sr1,2938,69.425,0.255718045,0.774140251,0.990985936,0.679341879
O1Sr1,2900,69.174,0.283995659,0.064759255,0.52649979,0.475381685
O1Sr1,2800,68.517,0.922153999,0.722537059,0.902033082,0.833125141
O1Sr1,2700,67.864,0.058585516,0.508015997,0.879845243,0.914870105
O1Sr1,2600,67.208,0.042423877,0.602344472,0.166566073,0.285308946
O1Sr1,2500,66.551,0.918126409,0.152808347,0.373422474,0.783093171
O1Sr1,2400,65.89,0.657137055,0.981426789,0.258568542,0.618851009
O1Sr1,2300,65.229,0.673362058,0.575948315,0.322156426,0.45947667
O1Sr1,2200,64.563,0.729628017,0.096954491,0.510701306,0.034425903
O1Sr1,2100,63.898,0.158343199,0.927285744,0.121635006,0.972814934
O1Sr1,2000,63.229,0.677651788,0.206234811,0.130214537,0.625258469
O1Sr1,1900,62.559,0.81280799,0.81648028,0.527204635,0.455858782
O1Sr1,1800,61.881,0.270777265,0.606919948,0.031896679,0.5881176
O1Sr1,1700,61.199,0.504789898,0.179891226,0.662299948,0.955859601
O1Sr1,1600,60.509,0.342218216,0.797631023,0.294682242,0.335250967
O1Sr1,1500,59.81,0.657028336,0.985015812,0.910883668,0.987443536
O1Sr1,1400,59.103,0.691911275,0.423004006,0.780282007,0.77021634
O1Sr1,1300,58.379,0.734910945,0.400243385,0.006584198,0.372850994
O1Sr1,1200,57.639,0.755901524,0.262582952,0.781706838,0.025726228
O1Sr1,1100,56.873,0.944625689,0.892261242,0.681072698,0.800278177
O1Sr1,1000,56.074,0.205321637,0.844023075,0.825196836,0.631813749
O1Sr1,900,55.22,0.564304801,0.17672964,0.925488103,0.50868844
O1Sr1,800,54.3,0.415131033,0.277290789,0.768238168,0.796592354
O1Sr1,700,53.262,0.088641931,0.495757454,0.725745073,0.380603969
O1Sr1,600,52.049,0.025048044,0.810474832,0.019438128,0.044229518
O1Sr1,500,50.534,0.236475319,0.717669469,0.358242876,0.985105117
O1Ti1,2400,84.224,0.227752971,0.598501006,0.807617806,0.406523623
O1Ti1,2300,82.467,0.982192296,0.109756621,0.336477907,0.443250642
O1Ti1,2200,80.668,0.35286153,0.241953569,0.923215466,0.155903804
O1Ti1,2100,78.91,0.251092783,0.584306157,0.32789636,0.00543973
O1Ti1,2000,77.153,0.820465555,0.258955206,0.771942055,0.089377758
O1Ti1,1900,75.396,0.742625484,0.612660222,0.143820926,0.129500923
O1Ti1,1800,73.597,0.436336142,0.446475529,0.955338751,0.999965815
O1Ti1,1700,71.839,0.92534082,0.913261804,0.490373596,0.881744641
O1Ti1,1600,70.04,0.68927935,0.468992509,0.585122733,0.502564337
O1Ti1,1500,68.241,0.414018562,0.716033161,0.639672194,0.389415894
O1Ti1,1400,66.442,0.255076256,0.754145866,0.526203812,0.48611113
O1Ti1,1300,64.643,0.051789256,0.695415624,0.355430395,0.556026499
O1Ti1,1265,63.998,0.765267609,0.18983381,0.283135455,0.108244774
O1Ti1,1200,62.802,0.377016666,0.219605523,0.612945943,0.992499412
O1Ti1,1100,60.961,0.603730656,0.886705659,0.615709309,0.764098916
O1Ti1,1000,59.078,0.043954359,0.655853717,0.767035683,0.023697588
O1Ti1,900,57.153,0.316952978,0.18376656,0.041236144,0.893768017
O1Ti1,800,55.187,0.427471673,0.676640241,0.81125036,0.309553451
O1Ti1,700,53.095,0.754548758,0.312512693,0.796256665,0.916071785
O1Ti1,600,50.836,0.436274644,0.949284969,0.530068332,0.254665495
O1Ti1,500,48.242,0.947116787,0.103992452,0.081701312,0.539599557
O1Ti1,400,44.978,0.786394212,0.210962245,0.030484562,0.898297128
O1Ti1,300,40.062,0.126869593,0.122867877,0.949222964,0.345857549
O1Ti1,298,39.957,0.659190243,0.670757738,0.664216885,0.797741443
O1V1,298,45.501,0.376931271,0.69318491,0.416379292,0.796357231
O1V1,2500,83.183,0.728796551,0.228212709,0.786472162,0.02807496
O1V1,2400,81.718,0.521076564,0.370689833,0.464118227,0.249373426
O1V1,2300,80.25,0.670266981,0.810612292,0.510709212,0.567380425
O1V1,2200,78.781,0.2657348,0.266749848,0.785103827,0.678811137
O1V1,2100,77.298,0.818584807,0.723819924,0.28940151,0.632609334
O1V1,2063,76.747,0.218308141,0.136460221,0.152690136,0.391190365
O1V1,2000,75.847,0.424591199,0.09546949,0.097917703,0.264002841
O1V1,1900,74.339,0.328671313,0.662002966,0.769068573,0.078986587
O1V1,1800,72.851,0.538825624,0.591179612,0.950105248,0.985518562
O1V1,1700,71.351,0.172714707,0.870971827,0.245645608,0.687546036
O1V1,1600,69.842,0.338456508,0.801516726,0.405581548,0.277522421
O1V1,1500,68.325,0.113592162,0.349476636,0.172885492,0.049563818
O1V1,1400,66.791,0.522794342,0.936641694,0.227314434,0.126599758
O1V1,1300,65.243,0.865603005,0.968312416,0.293996224,0.54092988
O1V1,1200,63.677,0.169031144,0.54459929,0.328741843,0.369012468
O1V1,1100,62.086,0.666743576,0.773558722,0.531892382,0.251303544
O1V1,1000,60.463,0.9300651,0.139318729,0.692218222,0.39891046
O1V1,900,58.803,0.415775421,0.397928341,0.610962402,0.987792089
O1V1,800,57.099,0.602949039,0.316249106,0.186708057,0.742880492
O1V1,700,55.343,0.865283467,0.747534321,0.011881145,0.958631998
O1V1,600,53.53,0.588172923,0.364795432,0.099825796,0.707492521
O1V1,500,51.651,0.689619305,0.629453405,0.696999927,0.376488881
O1V1,400,49.58,0.601896042,0.863433375,0.184364525,0.023659145
O1V1,300,45.647,0.285346639,0.229694381,0.15207737,0.687305606
O2.72W1,298,68.283,0.031435888,0.704432276,0.922023561,0.33270756
O2.72W1,2900,119.579,0.950303382,0.544365236,0.792634958,0.421201098
O2.72W1,2800,118.324,0.617010035,0.688050107,0.887596401,0.188916718
O2.72W1,2700,117.068,0.358445487,0.020160521,0.117173623,0.370044989
O2.72W1,2600,115.813,0.933228253,0.749865812,0.984303921,0.380388939
O2.72W1,2500,114.558,0.13248348,0.638496864,0.359088177,0.098600244
O2.72W1,2400,113.303,0.947692585,0.016942191,0.381616094,0.919909534
O2.72W1,2300,112.048,0.81409356,0.297946585,0.991934547,0.659622171
O2.72W1,2200,110.792,0.681264897,0.66316321,0.622290277,0.300933046
O2.72W1,2100,109.537,0.769881184,0.349053565,0.086321243,0.006090312
O2.72W1,2000,108.282,0.79137544,0.80450573,0.616520954,0.754809683
O2.72W1,1900,107.027,0.008617537,0.145250503,0.259916138,0.202447187
O2.72W1,1800,105.772,0.600347881,0.930730899,0.614470632,0.012340052
O2.72W1,1700,104.516,0.973077619,0.295931273,0.533421101,0.633901192
O2.72W1,1600,103.261,0.66787422,0.669483906,0.603808122,0.774987758
O2.72W1,1500,102.006,0.027242061,0.98851328,0.79900796,0.353077147
O2.72W1,1400,100.751,0.279458484,0.925335841,0.577627988,0.948894573
O2.72W1,1300,99.286,0.868793035,0.518476243,0.375678731,0.234233475
O2.72W1,1200,97.822,0.977300837,0.481967761,0.471627785,0.716561984
O2.72W1,1100,96.441,0.412635698,0.655347238,0.897857658,0.393946595
O2.72W1,1000,95.019,0.762692594,0.159391035,0.218150523,0.224297632
O2.72W1,900,93.471,0.954498289,0.281719255,0.885381289,0.733223958
O2.72W1,800,91.839,0.227176328,0.882322894,0.355883657,0.504970012
O2.72W1,700,89.81,0.027998545,0.622213823,0.197025136,0.620207706
O2.72W1,600,86.985,0.788456812,0.18801512,0.719793142,0.249207567
O2.72W1,500,82.927,0.054841798,0.981454065,0.375649971,0.01407138
O2.72W1,400,76.902,0.356417087,0.860543891,0.255473086,0.857574956
O2.72W1,300,68.408,0.580765257,0.284600546,0.909177085,0.22168783
O2.90W1,2900,123.135,0.522050464,0.477898306,0.920801466,0.88543545
O2.90W1,2800,121.88,0.060011336,0.068678818,0.198768275,0.334177875
O2.90W1,2700,120.625,0.769164423,0.052339602,0.536565672,0.790773763
O2.90W1,2600,119.37,0.870767124,0.352697173,0.923918327,0.062472795
O2.90W1,2500,118.114,0.325915756,0.798609553,0.946599772,0.20172632
O2.90W1,2400,116.859,0.476334725,0.697820862,0.903327623,0.503193493
O2.90W1,2300,115.604,0.557857454,0.201004208,0.528773836,0.882813548
O2.90W1,2200,114.349,0.414266863,0.425922235,0.686454148,0.996887694
O2.90W1,2100,113.094,0.509829284,0.470544057,0.690295205,0.125895943
O2.90W1,2000,111.838,0.047763137,0.97566027,0.36180355,0.090481839
O2.90W1,1900,110.583,0.47779013,0.747665251,0.787543693,0.654562799
O2.90W1,1800,109.328,0.174603126,0.12611918,0.235477556,0.426793625
O2.90W1,1700,108.073,0.01180005,0.09833753,0.749016443,0.973121186
O2.90W1,1600,106.818,0.634834329,0.3156324,0.622146359,0.476684947
O2.90W1,1500,105.688,0.769269697,0.031613632,0.154823662,0.599676977
O2.90W1,1400,104.558,0.514532956,0.501796761,0.708142392,0.85241596
O2.90W1,1300,103.303,0.754539034,0.639934784,0.939373228,0.576990018
O2.90W1,1200,101.88,0.996268732,0.763663527,0.266627622,0.595418378
O2.90W1,1100,100.562,0.807142679,0.563934559,0.592479638,0.43530377
O2.90W1,1000,99.244,0.21421918,0.056343647,0.359483973,0.685255902
O2.90W1,900,97.655,0.613338392,0.161144584,0.851481407,0.2799915
O2.90W1,800,95.981,0.635105557,0.417020958,0.715388371,0.912002521
O2.90W1,700,93.931,0.120405818,0.102036639,0.391183469,0.797453741
O2.90W1,600,90.918,0.728837744,0.291621972,0.337971352,0.568678561
O2.90W1,500,86.609,0.480535555,0.607325355,0.369431989,0.311935937
O2.90W1,400,80.333,0.369483851,0.973640879,0.826568329,0.488530595
O2.90W1,300,71.546,0.72904798,0.048330684,0.912881777,0.658448007
O2.90W1,298,71.379,0.561871957,0.242377301,0.101332267,0.693485513
O2.96W1,298,72.383,0.400890045,0.700599607,0.34861719,0.164155069
O2.96W1,2900,124.6,0.745305485,0.01047257,0.727772978,0.805052257
O2.96W1,2800,123.344,0.33335983,0.800163007,0.810552195,0.813722759
O2.96W1,2700,122.089,0.811402395,0.249519666,0.766897527,0.073077445
O2.96W1,2600,120.834,0.425988861,0.963500481,0.906562125,0.707386891
O2.96W1,2500,119.579,0.771657147,0.59553144,0.77646471,0.73047183
O2.96W1,2400,118.324,0.830925882,0.015861995,0.855422906,0.768931168
O2.96W1,2300,117.068,0.306684757,0.593685001,0.052699281,0.796066858
O2.96W1,2200,115.813,0.100380111,0.411356176,0.541992481,0.735458162
O2.96W1,2100,114.558,0.414619322,0.949939612,0.627187088,0.47218528
O2.96W1,2000,113.303,0.166825071,0.390436737,0.934491766,0.843964401
O2.96W1,1900,112.048,0.41761423,0.249855544,0.269583987,0.108068119
O2.96W1,1800,110.792,0.125188136,0.505876083,0.688363841,0.995172261
O2.96W1,1700,109.537,0.838229426,0.893301388,0.756101195,0.779772689
O2.96W1,1600,108.282,0.275469277,0.752161759,0.556208822,0.972695273
O2.96W1,1500,107.194,0.55040618,0.91991857,0.796119471,0.183173229
O2.96W1,1400,106.106,0.2130049,0.908232651,0.291363534,0.44694159
O2.96W1,1300,104.851,0.220245822,0.222847816,0.352051388,0.847749607
O2.96W1,1200,103.512,0.085846845,0.68791279,0.491930201,0.42047079
O2.96W1,1100,102.215,0.083169421,0.321371848,0.059657505,0.285572192
O2.96W1,1000,100.709,0.343440697,0.327511737,0.360666839,0.962783303
O2.96W1,900,99.37,0.875563145,0.579518993,0.652529515,0.193990096
O2.96W1,800,97.404,0.697490962,0.927313,0.507983181,0.287713207
O2.96W1,700,95.312,0.303817118,0.810763977,0.192877132,0.665995614
O2.96W1,600,92.257,0.243167506,0.365002513,0.425638439,0.145567424
O2.96W1,500,87.864,0.243229223,0.469059139,0.229169536,0.817277636
O2.96W1,400,81.504,0.382409847,0.778053644,0.082154525,0.018768972
O2.96W1,300,72.634,0.690274912,0.273615067,0.078288908,0.83021182
O2Pb1,298,61.17,0.829635642,0.916139376,0.650025357,0.468746042
O2Pb1,1100,79.669,0.768511199,0.816034017,0.489321895,0.090415924
O2Pb1,1000,79.301,0.758147376,0.86906513,0.10488776,0.069840941
O2Pb1,900,78.602,0.070896922,0.893333127,0.238266549,0.143102002
O2Pb1,800,77.571,0.062626185,0.509244565,0.605078344,0.471522358
O2Pb1,700,76.21,0.664929523,0.285615304,0.189191215,0.538661317
O2Pb1,600,74.517,0.250973541,0.240771912,0.366227655,0.843328845
O2Pb1,500,71.698,0.543839547,0.430280081,0.451478623,0.946031547
O2Pb1,400,67.613,0.001558159,0.57203864,0.396337933,0.386750254
O2Pb1,300,61.318,0.378562,0.726284383,0.873313605,0.868487758
O2Si1,298,26.581,0.171547566,0.367531545,0.141785815,0.030475123
O2Si1,2900,76.015,0.068892151,0.863806196,0.171589093,0.293549557
O2Si1,2800,75.852,0.722394062,0.337735788,0.395743898,0.120128927
O2Si1,2700,75.684,0.933473556,0.261117063,0.660119524,0.140325924
O2Si1,2600,75.509,0.543930624,0.573482921,0.959342675,0.055274597
O2Si1,2500,75.333,0.596560293,0.156557003,0.879591049,0.061855912
O2Si1,2400,75.145,0.805339942,0.891174742,0.833561317,0.0260708
O2Si1,2300,74.952,0.458514166,0.285568902,0.822596212,0.104575125
O2Si1,2200,74.751,0.166807842,0.508274224,0.019828266,0.982618081
O2Si1,2100,74.542,0.415373505,0.254316985,0.193135358,0.755653076
O2Si1,2000,74.316,0.467674271,0.327090343,0.634849752,0.472472685
O2Si1,1900,74.074,0.953492063,0.024856811,0.375839987,0.882409897
O2Si1,1800,73.814,0.846896319,0.404477283,0.827362892,0.981624925
O2Si1,1700,73.534,0.055662986,0.470987921,0.80095236,0.954502672
O2Si1,1600,73.22,0.561092476,0.346141797,0.096862728,0.154226929
O2Si1,1500,72.869,0.411052685,0.548644695,0.784604432,0.760296924
O2Si1,1400,72.467,0.677624585,0.039387504,0.113341768,0.11219155
O2Si1,1300,71.998,0.528875595,0.434020063,0.631432447,0.808224977
O2Si1,1200,71.446,0.817635515,0.10495973,0.939067002,0.72830575
O2Si1,1100,70.772,0.374862733,0.821061692,0.080000581,0.126035741
O2Si1,1000,69.923,0.118822478,0.22236348,0.76980588,0.075169822
O2Si1,900,68.823,0.726599427,0.458880291,0.481362152,0.058413998
O2Si1,800,67.337,0.461235784,0.095881908,0.525211916,0.953125669
O2Si1,700,65.229,0.401947311,0.309617075,0.075695042,0.284738609
O2Si1,600,62.049,0.839763737,0.010589405,0.950073696,0.856912997
O2Si1,500,56.856,0.639211638,0.613805118,0.909757611,0.879012352
O2Si1,400,47.413,0.50245763,0.145771074,0.628062468,0.009785225
O2Si1,300,27.154,0.256047203,0.886669157,0.49207867,0.380574604
O2Ti1,298,55.271,0.722775426,0.279825414,0.207522059,0.616429051
O2Ti1,1900,77.446,0.02058859,0.907921719,0.955141733,0.613290184
O2Ti1,1800,77.362,0.990429909,0.506991286,0.995826366,0.071552239
O2Ti1,1700,77.237,0.06801206,0.438694381,0.824435492,0.583639258
O2Ti1,1600,77.111,0.86106429,0.920760566,0.800837157,0.734584636
O2Ti1,1500,76.944,0.187815574,0.544425986,0.310142484,0.807797643
O2Ti1,1400,76.735,0.4073236,0.979011529,0.811110347,0.427722809
O2Ti1,1300,76.484,0.76397934,0.405564696,0.154652009,0.599095199
O2Ti1,1200,76.191,0.861919602,0.3262066,0.486704171,0.703300339
O2Ti1,1100,75.814,0.861948867,0.783326873,0.510194069,0.467407521
O2Ti1,1000,75.354,0.506049127,0.540347895,0.628117826,0.491073541
O2Ti1,900,74.726,0.686647413,0.054282383,0.737075304,0.169815352
O2Ti1,800,73.86,0.627300766,0.017598394,0.653963887,0.686966918
O2Ti1,700,72.655,0.414296357,0.58302913,0.744013883,0.814074305
O2Ti1,600,70.89,0.876813458,0.109701729,0.488117163,0.907370352
O2Ti1,500,68.145,0.622709125,0.091164492,0.193680322,0.141668961
O2Ti1,400,63.593,0.152858414,0.981962434,0.24180341,0.200119415
O2Ti1,300,55.471,0.812588597,0.297942893,0.465382592,0.473730048
O2Zr1,298,56.191,0.350787468,0.009852601,0.48534639,0.810715442
O2Zr1,3400,74.475,0.09922441,0.024030077,0.493455288,0.807041067
O2Zr1,3300,74.475,0.896998274,0.291894911,0.954924359,0.734229138
O2Zr1,3200,74.475,0.290568611,0.280048373,0.353619058,0.538910079
O2Zr1,3100,74.475,0.999962605,0.313055086,0.945166024,0.546595092
O2Zr1,3000,74.475,0.716576198,0.459670984,0.470727513,0.874947337
O2Zr1,2950,74.475,0.486309018,0.499741659,0.976472881,0.240255017
O2Zr1,2900,74.475,0.2225895,0.792987258,0.652462676,0.874236381
O2Zr1,2800,74.475,0.41683027,0.798402938,0.112878794,0.373786805
O2Zr1,2700,74.475,0.646097987,0.253937772,0.634575286,0.663082936
O2Zr1,2600,74.475,0.375060265,0.822759862,0.756843817,0.922339314
O2Zr1,2500,74.475,0.357622156,0.478523661,0.865412289,0.592397354
O2Zr1,2400,74.475,0.865070042,0.148395941,0.109151111,0.879679613
O2Zr1,2300,74.475,0.370415695,0.954677043,0.148624227,0.065494243
O2Zr1,2200,74.475,0.922482427,0.880074945,0.218425081,0.672109765
O2Zr1,2100,74.475,0.435463669,0.909121368,0.028308927,0.427584585
O2Zr1,2000,74.475,0.289190827,0.31108028,0.210190132,0.770191443
O2Zr1,1900,74.475,0.681103558,0.171343502,0.214175072,0.551248149
O2Zr1,1800,74.475,0.782142351,0.111584868,0.280572348,0.701635743
O2Zr1,1700,74.475,0.361314632,0.24084908,0.774649321,0.005606104
O2Zr1,1600,74.475,0.946578677,0.192633718,0.866569164,0.318330163
